,QK Circuit Value,Key Feature,Query Feature
0,0.2092,"15560:  multiple segments of structured data, likely in a programming context",15577: references to tutorials and guides
1,0.2036,14956: legal terms and references to court proceedings,7400: key political figures and their roles
2,0.1814,7314:  punctuation marks such as quotation marks and apostrophes,693:  references to companies and specific products associated with genetics and finance
3,0.1774,499: features and attributes related to product descriptions and specifications,6599:  sections of text that contain scientific or technical jargon related to genetics or molecular biology
4,0.1741,13492: numerical data and date representations,6293: elements related to mold removal and cleaning
5,0.17,8931:  restaurant reviews that mention food quality and dining experiences,16340: elements related to user preferences or session management
6,0.1624,7344:  relationships between keywords and their attributes,12988: technical terms related to structural engineering and materials
7,0.1624,14956: legal terms and references to court proceedings,7950:  phrases related to technical specifications or characteristics
8,0.1593,"15560:  multiple segments of structured data, likely in a programming context",4092: references to educational backgrounds and achievements
9,0.155,3391: terms related to scientific research and methodology,15733: closing braces and related control flow syntax in code
10,0.1525,4470: technical terms and phrases related to processes in refrigeration and fluid dynamics,12988: technical terms related to structural engineering and materials
11,0.148,14956: legal terms and references to court proceedings,"15015: <span command="""">JavaScript event handling and functions related to user interactions in web development.</span>"
12,0.1415,"620: references to money and financial transactions, particularly those related to illegal activities",251: financial terms related to risk and stability
13,0.1395,"620: references to money and financial transactions, particularly those related to illegal activities","4043: references to data, experiments, and processes in scientific contexts"
14,0.139,13805: conditional phrases or questions,"9289: numeric values and structured formats, particularly those that appear in data representations and web links"
15,0.1371,6386: terms related to audio processing and effects,3551: structure declarations and classes within programming code
16,0.1354,"12093: the word ""after"" in various contexts",7846:  references to medical treatments and patient outcomes
17,0.1345,3632: references to legal circuits and courts,9399: details about music albums and their characteristics
18,0.1343,"12093: the word ""after"" in various contexts",2999: terms related to statistical analysis and data representation
19,0.134,12711: numbers and mathematical expressions,12231: references to the Android context class and its usage in code
20,0.133,11094: references to scientific studies and their results,10631: clauses and phrases that describe relationships or characteristics
21,0.1318,10640:  keywords and references related to academic or scientific sources,5815:  numerical or tabular data relevant to various contexts
22,0.1293,13305:  phrases related to investment and financial consultancy,13187:  elements and components related to GUI layouts and event handling in programming code
23,0.1284,13046:  mathematical symbols and parameters related to equations and functions,10438: biological processes and medical terminology related to diagnostics
24,0.1271,15244: identifiers and terms related to governmental and scientific projects,12988: technical terms related to structural engineering and materials
25,0.1271,15244: identifiers and terms related to governmental and scientific projects,14703: radio button input elements in forms
26,0.1265,"620: references to money and financial transactions, particularly those related to illegal activities",1722:  phrases indicating physical locations or situations
27,0.1263,4850:  terms related to usernames and authentication in code and configuration contexts,16165: terms related to emergency preparedness and response
28,0.1262,"15560:  multiple segments of structured data, likely in a programming context",11044: phrases related to criminal activity and societal issues
29,0.1246,15523:  references to the reader and their potential actions or experiences,13865: conjunctions and transitions in opinions or statements
30,0.12396,10999: the indefinite article 'a' and its variations in different contexts,9588: the beginning of a document or section
31,0.1228,2291: technical or mathematical symbols and terms,10201: references to clubs and their activities
32,0.1216,6730: references and citations to academic publications and grants,12231: references to the Android context class and its usage in code
33,0.1211,4470: technical terms and phrases related to processes in refrigeration and fluid dynamics,4907: phrases and terms related to legal and bureaucratic processes
34,0.1209,5167: expressions related to testing and assertions in code,9749: quantitative data and statistics related to populations and demographics
35,0.1208,4355: concepts related to duality or opposing forces,4531: theoretical concepts and detailed information related to statistics and measurement in various contexts
36,0.1206,"3530: elements related to experiments and studies, particularly in scientific contexts",12680: terms related to representation and demographics in discussions about juries and surveys
37,0.12036,12329:  sequences of whitespace characters,"5945:  numerical parameters or attributes, particularly those related to maximum and minimum values"
38,0.1201,12521: keywords related to data exporting and printing functions in programming contexts,12988: technical terms related to structural engineering and materials
39,0.12,10919: terminology related to measurements and experimental procedures in scientific contexts,865: references to geographical locations and regions
40,0.1191,5605: descriptions and actions related to personal experiences and transactions,"9545: references to taxation and financial matters, particularly related to tobacco and oil industries"
41,0.1191,9377: phrases related to findings and results in a scientific or analytical context,12298: scientific or academic terminology and references
42,0.119,4166: numbers and relationships between keywords,8763: expressions of value or worth in various contexts
43,0.1189,"5960: elements associated with quantities and measurements, particularly in culinary contexts",4907: phrases and terms related to legal and bureaucratic processes
44,0.1187,13538: terms related to gastrointestinal and digestive health issues,12988: technical terms related to structural engineering and materials
45,0.11865,15369: phrases related to error messages or account settings,7949: references to individuals and their perceived failures or denials in various contexts
46,0.11847,15369: phrases related to error messages or account settings,11174:  references to the organization and structure of scientific papers
