,QK Circuit Value,Key Feature,Query Feature
0,-0.4282,"15560:  multiple segments of structured data, likely in a programming context",14956: legal terms and references to court proceedings
1,-0.424,11094: references to scientific studies and their results,10919: terminology related to measurements and experimental procedures in scientific contexts
2,0.421,14956: legal terms and references to court proceedings,14956: legal terms and references to court proceedings
3,0.4116,10919: terminology related to measurements and experimental procedures in scientific contexts,10919: terminology related to measurements and experimental procedures in scientific contexts
4,0.4006,"15560:  multiple segments of structured data, likely in a programming context","15560:  multiple segments of structured data, likely in a programming context"
5,-0.3953,14956: legal terms and references to court proceedings,"15560:  multiple segments of structured data, likely in a programming context"
6,0.3892,11094: references to scientific studies and their results,11094: references to scientific studies and their results
7,-0.3706,10919: terminology related to measurements and experimental procedures in scientific contexts,11094: references to scientific studies and their results
8,-0.3442,"8645: special characters or formatting symbols, indicating a focus on non-verbal elements in the text",8865: questions asking for definitions or explanations
9,-0.3225,6412: conjunctions and their recurring use in sentences,6163:  LaTeX formatting commands and structure in a document
10,0.3203,6163:  LaTeX formatting commands and structure in a document,6163:  LaTeX formatting commands and structure in a document
11,0.3125,13805: conditional phrases or questions,13805: conditional phrases or questions
12,-0.3118,10788:  technical terms and parameters related to performance metrics,13805: conditional phrases or questions
13,0.3103,6412: conjunctions and their recurring use in sentences,6412: conjunctions and their recurring use in sentences
14,-0.3096,6163:  LaTeX formatting commands and structure in a document,6412: conjunctions and their recurring use in sentences
15,-0.3066,13805: conditional phrases or questions,10788:  technical terms and parameters related to performance metrics
16,0.3057,14956: legal terms and references to court proceedings,7950:  phrases related to technical specifications or characteristics
17,0.3044,10788:  technical terms and parameters related to performance metrics,10788:  technical terms and parameters related to performance metrics
18,-0.302,14956: legal terms and references to court proceedings,4092: references to educational backgrounds and achievements
19,-0.2986,"15560:  multiple segments of structured data, likely in a programming context",7400: key political figures and their roles
20,-0.2896,"8645: special characters or formatting symbols, indicating a focus on non-verbal elements in the text",10639: terms related to tax and health funding programs
21,-0.2778,"15560:  multiple segments of structured data, likely in a programming context",7950:  phrases related to technical specifications or characteristics
22,0.2773,"15560:  multiple segments of structured data, likely in a programming context",15577: references to tutorials and guides
23,0.267,"15560:  multiple segments of structured data, likely in a programming context",4092: references to educational backgrounds and achievements
24,0.2605,8931:  restaurant reviews that mention food quality and dining experiences,8931:  restaurant reviews that mention food quality and dining experiences
25,-0.2603,7314:  punctuation marks such as quotation marks and apostrophes,8931:  restaurant reviews that mention food quality and dining experiences
26,-0.2603,13492: numerical data and date representations,499: features and attributes related to product descriptions and specifications
27,0.259,14956: legal terms and references to court proceedings,7400: key political figures and their roles
28,-0.2559,8931:  restaurant reviews that mention food quality and dining experiences,7314:  punctuation marks such as quotation marks and apostrophes
29,0.254,7314:  punctuation marks such as quotation marks and apostrophes,7314:  punctuation marks such as quotation marks and apostrophes
30,0.2537,499: features and attributes related to product descriptions and specifications,499: features and attributes related to product descriptions and specifications
31,0.251,13492: numerical data and date representations,13492: numerical data and date representations
32,-0.2502,14481: terms related to medical conditions affecting the lungs and their associated treatments,10639: terms related to tax and health funding programs
33,-0.2499,14956: legal terms and references to court proceedings,15577: references to tutorials and guides
34,-0.2466,499: features and attributes related to product descriptions and specifications,13492: numerical data and date representations
35,0.2377,9009:  programming-related terms and code structure elements,9009:  programming-related terms and code structure elements
36,-0.236,"4814: concepts related to health and well-being, especially in medical contexts",9009:  programming-related terms and code structure elements
37,-0.2351,9009:  programming-related terms and code structure elements,"4814: concepts related to health and well-being, especially in medical contexts"
38,0.2327,"4814: concepts related to health and well-being, especially in medical contexts","4814: concepts related to health and well-being, especially in medical contexts"
39,-0.2279,"4374: elements of humor, particularly dark and inappropriate humor",5484:  references to notable achievements or events related to advancements and recognitions
40,0.2269,5484:  references to notable achievements or events related to advancements and recognitions,5484:  references to notable achievements or events related to advancements and recognitions
41,-0.2252,12329:  sequences of whitespace characters,9377: phrases related to findings and results in a scientific or analytical context
42,-0.2212,5484:  references to notable achievements or events related to advancements and recognitions,"4374: elements of humor, particularly dark and inappropriate humor"
43,0.2206,"4374: elements of humor, particularly dark and inappropriate humor","4374: elements of humor, particularly dark and inappropriate humor"
44,0.2131,9377: phrases related to findings and results in a scientific or analytical context,9377: phrases related to findings and results in a scientific or analytical context
45,-0.2119,16266:  numerical data and mathematical expressions,7942: references to event registration and participation details
46,0.2108,16266:  numerical data and mathematical expressions,16266:  numerical data and mathematical expressions
47,0.2107,14956: legal terms and references to court proceedings,8863: words related to various types of activities
48,0.2028,10553: references to military threats and potential risks involving individuals,10553: references to military threats and potential risks involving individuals
49,-0.2007,14481: terms related to medical conditions affecting the lungs and their associated treatments,8865: questions asking for definitions or explanations
50,0.2002,7942: references to event registration and participation details,7942: references to event registration and participation details
51,0.2001,12329:  sequences of whitespace characters,12329:  sequences of whitespace characters
52,-0.1982,7942: references to event registration and participation details,16266:  numerical data and mathematical expressions
53,0.1965,14956: legal terms and references to court proceedings,2074:  keywords or indicators related to code or programming functionalities
54,-0.1931,14956: legal terms and references to court proceedings,11044: phrases related to criminal activity and societal issues
55,0.1925,14956: legal terms and references to court proceedings,"15015: <span command="""">JavaScript event handling and functions related to user interactions in web development.</span>"
56,-0.1904,14956: legal terms and references to court proceedings,14737: user queries and responses related to research or inquiry
57,0.1896,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers","2585: specific alphanumeric sequences, especially relating to variable names or identifiers"
