,QK Circuit Value,Key Feature,Query Feature
0,-0.3337,14956: legal terms and references to court proceedings,"15560:  multiple segments of structured data, likely in a programming context"
1,-0.327,10788:  technical terms and parameters related to performance metrics,13805: conditional phrases or questions
2,-0.324,13805: conditional phrases or questions,10788:  technical terms and parameters related to performance metrics
3,-0.316,"15560:  multiple segments of structured data, likely in a programming context",14956: legal terms and references to court proceedings
4,-0.285,6412: conjunctions and their recurring use in sentences,6163:  LaTeX formatting commands and structure in a document
5,-0.2732,6163:  LaTeX formatting commands and structure in a document,6412: conjunctions and their recurring use in sentences
6,-0.2457,13492: numerical data and date representations,499: features and attributes related to product descriptions and specifications
7,-0.2444,7314:  punctuation marks such as quotation marks and apostrophes,8931:  restaurant reviews that mention food quality and dining experiences
8,-0.2432,8931:  restaurant reviews that mention food quality and dining experiences,7314:  punctuation marks such as quotation marks and apostrophes
9,-0.24,"4374: elements of humor, particularly dark and inappropriate humor",5484:  references to notable achievements or events related to advancements and recognitions
10,-0.2378,499: features and attributes related to product descriptions and specifications,13492: numerical data and date representations
11,-0.2328,5484:  references to notable achievements or events related to advancements and recognitions,"4374: elements of humor, particularly dark and inappropriate humor"
12,-0.2283,16266:  numerical data and mathematical expressions,7942: references to event registration and participation details
13,-0.2246,"4814: concepts related to health and well-being, especially in medical contexts",9009:  programming-related terms and code structure elements
14,-0.2241,9009:  programming-related terms and code structure elements,"4814: concepts related to health and well-being, especially in medical contexts"
15,-0.2181,"15560:  multiple segments of structured data, likely in a programming context",7400: key political figures and their roles
16,-0.2128,7942: references to event registration and participation details,16266:  numerical data and mathematical expressions
17,0.2092,"15560:  multiple segments of structured data, likely in a programming context",15577: references to tutorials and guides
18,0.2036,14956: legal terms and references to court proceedings,7400: key political figures and their roles
19,-0.201,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers",2843: code structure and definitions commonly used in programming
20,-0.1996,"5258:  symbols and punctuation marks, particularly related to formatting or code structures",2291: technical or mathematical symbols and terms
21,-0.1991,14620: mathematical symbols and expressions related to functions and operations,1577: terms related to scientific reagents and their usage in experimental procedures
22,-0.199,14956: legal terms and references to court proceedings,15577: references to tutorials and guides
23,-0.185,8931:  restaurant reviews that mention food quality and dining experiences,693:  references to companies and specific products associated with genetics and finance
24,-0.1832,2291: technical or mathematical symbols and terms,"5258:  symbols and punctuation marks, particularly related to formatting or code structures"
25,0.1814,7314:  punctuation marks such as quotation marks and apostrophes,693:  references to companies and specific products associated with genetics and finance
26,-0.1802,1577: terms related to scientific reagents and their usage in experimental procedures,14620: mathematical symbols and expressions related to functions and operations
27,-0.1781,13492: numerical data and date representations,6599:  sections of text that contain scientific or technical jargon related to genetics or molecular biology
28,-0.178,5912: elements related to archaeological findings and ancient artifacts,6392:  XML-like structured data elements
29,0.1774,499: features and attributes related to product descriptions and specifications,6599:  sections of text that contain scientific or technical jargon related to genetics or molecular biology
30,-0.1768,6392:  XML-like structured data elements,5912: elements related to archaeological findings and ancient artifacts
31,0.1741,13492: numerical data and date representations,6293: elements related to mold removal and cleaning
32,-0.1738,499: features and attributes related to product descriptions and specifications,6293: elements related to mold removal and cleaning
33,-0.1721,2843: code structure and definitions commonly used in programming,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers"
34,0.17,8931:  restaurant reviews that mention food quality and dining experiences,16340: elements related to user preferences or session management
35,-0.1667,6386: terms related to audio processing and effects,9399: details about music albums and their characteristics
36,-0.1655,7314:  punctuation marks such as quotation marks and apostrophes,16340: elements related to user preferences or session management
37,-0.1648,12937:  terms related to software licensing and redistribution,10937: network communication operations and protocols
38,-0.1641,14956: legal terms and references to court proceedings,4092: references to educational backgrounds and achievements
39,0.1624,7344:  relationships between keywords and their attributes,12988: technical terms related to structural engineering and materials
40,0.1624,14956: legal terms and references to court proceedings,7950:  phrases related to technical specifications or characteristics
41,-0.1597,"15560:  multiple segments of structured data, likely in a programming context",7950:  phrases related to technical specifications or characteristics
42,0.1593,"15560:  multiple segments of structured data, likely in a programming context",4092: references to educational backgrounds and achievements
43,-0.1584,10937: network communication operations and protocols,12937:  terms related to software licensing and redistribution
44,-0.1569,12329:  sequences of whitespace characters,9377: phrases related to findings and results in a scientific or analytical context
45,-0.1561,13949:  mathematical expressions and equations,12988: technical terms related to structural engineering and materials
46,0.155,3391: terms related to scientific research and methodology,15733: closing braces and related control flow syntax in code
47,0.1525,4470: technical terms and phrases related to processes in refrigeration and fluid dynamics,12988: technical terms related to structural engineering and materials
48,0.148,14956: legal terms and references to court proceedings,"15015: <span command="""">JavaScript event handling and functions related to user interactions in web development.</span>"
49,-0.145,14059: date-related information and numerical data,9394: references to health-related substances or themes
50,-0.1437,9377: phrases related to findings and results in a scientific or analytical context,12329:  sequences of whitespace characters
51,-0.1421,5259:  instances of criticism and negative evaluations of actions or policies,7225: words that question the value or significance of a subject
52,-0.142,9394: references to health-related substances or themes,14059: date-related information and numerical data
53,-0.1418,14956: legal terms and references to court proceedings,11044: phrases related to criminal activity and societal issues
54,-0.1417,13949:  mathematical expressions and equations,4907: phrases and terms related to legal and bureaucratic processes
55,0.1415,"620: references to money and financial transactions, particularly those related to illegal activities",251: financial terms related to risk and stability
56,0.1395,"620: references to money and financial transactions, particularly those related to illegal activities","4043: references to data, experiments, and processes in scientific contexts"
57,0.139,13805: conditional phrases or questions,"9289: numeric values and structured formats, particularly those that appear in data representations and web links"
58,-0.139,6386: terms related to audio processing and effects,12988: technical terms related to structural engineering and materials
59,0.1371,6386: terms related to audio processing and effects,3551: structure declarations and classes within programming code
60,-0.1359,"2585: specific alphanumeric sequences, especially relating to variable names or identifiers",8822: highly technical and mathematical terminology related to algebraic geometry and abstract algebra concepts
61,-0.1356,"15560:  multiple segments of structured data, likely in a programming context","15015: <span command="""">JavaScript event handling and functions related to user interactions in web development.</span>"
62,0.1354,"12093: the word ""after"" in various contexts",7846:  references to medical treatments and patient outcomes
63,0.1345,3632: references to legal circuits and courts,9399: details about music albums and their characteristics
64,0.1343,"12093: the word ""after"" in various contexts",2999: terms related to statistical analysis and data representation
65,-0.1342,10788:  technical terms and parameters related to performance metrics,"9289: numeric values and structured formats, particularly those that appear in data representations and web links"
66,0.134,12711: numbers and mathematical expressions,12231: references to the Android context class and its usage in code
67,0.133,11094: references to scientific studies and their results,10631: clauses and phrases that describe relationships or characteristics
68,-0.1327,"12230: specific programming constructs, particularly related to graphical user interface (GUI) elements and their properties",14300:  phrases related to legal and bureaucratic processes
69,-0.1321,15523:  references to the reader and their potential actions or experiences,12680: terms related to representation and demographics in discussions about juries and surveys
70,0.1318,10640:  keywords and references related to academic or scientific sources,5815:  numerical or tabular data relevant to various contexts
71,-0.1313,"13182:  proper nouns, particularly names and titles",5815:  numerical or tabular data relevant to various contexts
72,0.1293,13305:  phrases related to investment and financial consultancy,13187:  elements and components related to GUI layouts and event handling in programming code
73,0.1284,13046:  mathematical symbols and parameters related to equations and functions,10438: biological processes and medical terminology related to diagnostics
74,-0.128,10919: terminology related to measurements and experimental procedures in scientific contexts,10631: clauses and phrases that describe relationships or characteristics
75,-0.1279,12329:  sequences of whitespace characters,12298: scientific or academic terminology and references
76,0.1271,15244: identifiers and terms related to governmental and scientific projects,12988: technical terms related to structural engineering and materials
77,0.1271,15244: identifiers and terms related to governmental and scientific projects,14703: radio button input elements in forms
78,-0.1266,"4252:  references to the evaluation, validation, or targeting of certain subjects or concepts",15244: identifiers and terms related to governmental and scientific projects
79,0.1265,"620: references to money and financial transactions, particularly those related to illegal activities",1722:  phrases indicating physical locations or situations
80,0.1263,4850:  terms related to usernames and authentication in code and configuration contexts,16165: terms related to emergency preparedness and response
81,0.1262,"15560:  multiple segments of structured data, likely in a programming context",11044: phrases related to criminal activity and societal issues
82,-0.1252,"3986: words or phrases related to being ""hot"" in various contexts",4907: phrases and terms related to legal and bureaucratic processes
83,-0.1248,14956: legal terms and references to court proceedings,14737: user queries and responses related to research or inquiry
84,-0.12476,14300:  phrases related to legal and bureaucratic processes,"12230: specific programming constructs, particularly related to graphical user interface (GUI) elements and their properties"
85,-0.1247,11094: references to scientific studies and their results,865: references to geographical locations and regions
86,0.1246,15523:  references to the reader and their potential actions or experiences,13865: conjunctions and transitions in opinions or statements
87,0.12396,10999: the indefinite article 'a' and its variations in different contexts,9588: the beginning of a document or section
88,-0.12335,10553: references to military threats and potential risks involving individuals,10211: scientific or medical terminology related to diseases and treatment options
89,-0.12305,13538: terms related to gastrointestinal and digestive health issues,15844: specific mathematical symbols and operators used in expressions
90,0.1228,2291: technical or mathematical symbols and terms,10201: references to clubs and their activities
91,-0.12244,14060: specific chemical compounds and their variations,7400: key political figures and their roles
92,0.1216,6730: references and citations to academic publications and grants,12231: references to the Android context class and its usage in code
93,0.1211,4470: technical terms and phrases related to processes in refrigeration and fluid dynamics,4907: phrases and terms related to legal and bureaucratic processes
94,0.1209,5167: expressions related to testing and assertions in code,9749: quantitative data and statistics related to populations and demographics
95,0.1208,4355: concepts related to duality or opposing forces,4531: theoretical concepts and detailed information related to statistics and measurement in various contexts
96,-0.12067,16240: elements related to waste management and material processing,1722:  phrases indicating physical locations or situations
97,0.1206,"3530: elements related to experiments and studies, particularly in scientific contexts",12680: terms related to representation and demographics in discussions about juries and surveys
98,0.12036,12329:  sequences of whitespace characters,"5945:  numerical parameters or attributes, particularly those related to maximum and minimum values"
99,0.1201,12521: keywords related to data exporting and printing functions in programming contexts,12988: technical terms related to structural engineering and materials
100,0.12,10919: terminology related to measurements and experimental procedures in scientific contexts,865: references to geographical locations and regions
101,-0.1199,5660: elements related to program descriptions and structured data templates,251: financial terms related to risk and stability
102,-0.11957,14956: legal terms and references to court proceedings,1906: commands and processes related to executing scripts or programs in a programming context
103,0.1191,5605: descriptions and actions related to personal experiences and transactions,"9545: references to taxation and financial matters, particularly related to tobacco and oil industries"
